"REF_DATE","GEO","DGUID","Institution type","Program type","Credential type","Field of study","Registration status","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022/2023","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79510682","6.1.1.1.9.1.1","31122","","","","0"
"2023/2024","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79510682","6.1.1.1.9.1.1","33681","","","","0"
"2019/2020","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79510691","6.1.1.1.10.1.1","51207","","","","0"
"2020/2021","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79510691","6.1.1.1.10.1.1","51009","","","","0"
"2021/2022","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79510691","6.1.1.1.10.1.1","51237","","","","0"
"2022/2023","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79510691","6.1.1.1.10.1.1","51849","","","","0"
"2023/2024","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79510691","6.1.1.1.10.1.1","53673","","","","0"
"2019/2020","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79510700","6.1.1.1.11.1.1","8250","","","","0"
"2020/2021","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79510700","6.1.1.1.11.1.1","8523","","","","0"
"2021/2022","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79510700","6.1.1.1.11.1.1","8682","","","","0"
"2022/2023","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79510700","6.1.1.1.11.1.1","8166","","","","0"
"2023/2024","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79510700","6.1.1.1.11.1.1","8070","","","","0"
"2019/2020","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79510709","6.1.1.1.12.1.1","60771","","","","0"
"2020/2021","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79510709","6.1.1.1.12.1.1","61728","","","","0"
"2021/2022","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79510709","6.1.1.1.12.1.1","62718","","","","0"
"2022/2023","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79510709","6.1.1.1.12.1.1","61971","","","","0"
"2023/2024","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79510709","6.1.1.1.12.1.1","63330","","","","0"
"2019/2020","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79510718","6.1.1.1.13.1.1","7914","","","","0"
"2020/2021","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79510718","6.1.1.1.13.1.1","8610","","","","0"
"2021/2022","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79510718","6.1.1.1.13.1.1","8628","","","","0"
"2022/2023","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79510718","6.1.1.1.13.1.1","8436","","","","0"
"2023/2024","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79510718","6.1.1.1.13.1.1","8628","","","","0"
"2019/2020","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79510727","6.1.1.1.14.1.1","20316","","","","0"
"2020/2021","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79510727","6.1.1.1.14.1.1","19863","","","","0"
"2021/2022","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79510727","6.1.1.1.14.1.1","19404","","","","0"
"2022/2023","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79510727","6.1.1.1.14.1.1","18396","","","","0"
"2023/2024","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79510727","6.1.1.1.14.1.1","19176","","","","0"
"2019/2020","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138404291","6.1.1.1.15.1.1","8250","","","","0"
"2020/2021","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138404291","6.1.1.1.15.1.1","4887","","","","0"
"2021/2022","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138404291","6.1.1.1.15.1.1","4695","","","","0"
"2022/2023","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138404291","6.1.1.1.15.1.1","5733","","","","0"
"2023/2024","Quebec","2021A000224","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138404291","6.1.1.1.15.1.1","5367","","","","0"


