"REF_DATE","GEO","DGUID","Institution type","Program type","Credential type","Field of study","Registration status","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023/2024","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, registration status","Total, gender","Number","223","units","0","v79486264","2.1.1.1.5.1.1","2844","","","","0"
"2019/2020","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, registration status","Total, gender","Number","223","units","0","v79486276","2.1.1.1.6.1.1","2448","","","","0"
"2020/2021","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, registration status","Total, gender","Number","223","units","0","v79486276","2.1.1.1.6.1.1","2610","","","","0"
"2021/2022","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, registration status","Total, gender","Number","223","units","0","v79486276","2.1.1.1.6.1.1","2679","","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, registration status","Total, gender","Number","223","units","0","v79486276","2.1.1.1.6.1.1","2577","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, registration status","Total, gender","Number","223","units","0","v79486276","2.1.1.1.6.1.1","2784","","","","0"
"2019/2020","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79486288","2.1.1.1.7.1.1","3840","","","","0"
"2020/2021","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79486288","2.1.1.1.7.1.1","4056","","","","0"
"2021/2022","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79486288","2.1.1.1.7.1.1","3936","","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79486288","2.1.1.1.7.1.1","3915","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79486288","2.1.1.1.7.1.1","3738","","","","0"
"2019/2020","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79486300","2.1.1.1.8.1.1","3066","","","","0"
"2020/2021","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79486300","2.1.1.1.8.1.1","3513","","","","0"
"2021/2022","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79486300","2.1.1.1.8.1.1","3711","","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79486300","2.1.1.1.8.1.1","3600","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79486300","2.1.1.1.8.1.1","3387","","","","0"
"2019/2020","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79486312","2.1.1.1.9.1.1","822","","","","0"
"2020/2021","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79486312","2.1.1.1.9.1.1","897","","","","0"
"2021/2022","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79486312","2.1.1.1.9.1.1","930","","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79486312","2.1.1.1.9.1.1","1224","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79486312","2.1.1.1.9.1.1","1434","","","","0"
"2019/2020","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79486324","2.1.1.1.10.1.1","4032","","","","0"
"2020/2021","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79486324","2.1.1.1.10.1.1","3594","","","","0"
"2021/2022","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79486324","2.1.1.1.10.1.1","3357","","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79486324","2.1.1.1.10.1.1","3507","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79486324","2.1.1.1.10.1.1","3801","","","","0"
"2019/2020","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79486336","2.1.1.1.11.1.1","474","","","","0"
"2020/2021","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79486336","2.1.1.1.11.1.1","501","","","","0"
"2021/2022","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79486336","2.1.1.1.11.1.1","492","","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79486336","2.1.1.1.11.1.1","468","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79486336","2.1.1.1.11.1.1","498","","","","0"
"2019/2020","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79486348","2.1.1.1.12.1.1","3144","","","","0"
"2020/2021","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79486348","2.1.1.1.12.1.1","3207","","","","0"
"2021/2022","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79486348","2.1.1.1.12.1.1","3264","","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79486348","2.1.1.1.12.1.1","3474","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79486348","2.1.1.1.12.1.1","3672","","","","0"
"2019/2020","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79486360","2.1.1.1.13.1.1","525","","","","0"
"2020/2021","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79486360","2.1.1.1.13.1.1","468","","","","0"
"2021/2022","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79486360","2.1.1.1.13.1.1","423","","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79486360","2.1.1.1.13.1.1","321","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79486360","2.1.1.1.13.1.1","345","","","","0"
"2019/2020","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79486369","2.1.1.1.14.1.1","687","","","","0"
"2020/2021","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79486369","2.1.1.1.14.1.1","798","","","","0"
"2021/2022","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79486369","2.1.1.1.14.1.1","825","","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79486369","2.1.1.1.14.1.1","804","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79486369","2.1.1.1.14.1.1","834","","","","0"
"2019/2020","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138401012","2.1.1.1.15.1.1","1266","","","","0"
"2020/2021","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138401012","2.1.1.1.15.1.1","1641","","","","0"
"2021/2022","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138401012","2.1.1.1.15.1.1","1686","","","","0"
"2022/2023","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138401012","2.1.1.1.15.1.1","3189","","","","0"
"2023/2024","Newfoundland and Labrador","2021A000210","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138401012","2.1.1.1.15.1.1","1686","","","","0"


