"REF_DATE","GEO","DGUID","Institution type","Program type","Credential type","Field of study","Registration status","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019/2020","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79503874","5.1.1.1.7.1.1","4878","","","","0"
"2020/2021","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79503874","5.1.1.1.7.1.1","4632","","","","0"
"2021/2022","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79503874","5.1.1.1.7.1.1","5298","","","","0"
"2022/2023","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79503874","5.1.1.1.7.1.1","5637","","","","0"
"2023/2024","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79503874","5.1.1.1.7.1.1","6009","","","","0"
"2019/2020","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79503886","5.1.1.1.8.1.1","1950","","","","0"
"2020/2021","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79503886","5.1.1.1.8.1.1","1902","","","","0"
"2021/2022","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79503886","5.1.1.1.8.1.1","1914","","","","0"
"2022/2023","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79503886","5.1.1.1.8.1.1","1860","","","","0"
"2023/2024","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79503886","5.1.1.1.8.1.1","1968","","","","0"
"2019/2020","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79503897","5.1.1.1.9.1.1","1554","","","","0"
"2020/2021","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79503897","5.1.1.1.9.1.1","1593","","","","0"
"2021/2022","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79503897","5.1.1.1.9.1.1","1824","","","","0"
"2022/2023","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79503897","5.1.1.1.9.1.1","1671","","","","0"
"2023/2024","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79503897","5.1.1.1.9.1.1","2190","","","","0"
"2019/2020","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79503909","5.1.1.1.10.1.1","3717","","","","0"
"2020/2021","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79503909","5.1.1.1.10.1.1","3561","","","","0"
"2021/2022","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79503909","5.1.1.1.10.1.1","3510","","","","0"
"2022/2023","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79503909","5.1.1.1.10.1.1","3660","","","","0"
"2023/2024","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79503909","5.1.1.1.10.1.1","4032","","","","0"
"2019/2020","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79503920","5.1.1.1.11.1.1","681","","","","0"
"2020/2021","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79503920","5.1.1.1.11.1.1","633","","","","0"
"2021/2022","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79503920","5.1.1.1.11.1.1","642","","","","0"
"2022/2023","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79503920","5.1.1.1.11.1.1","645","","","","0"
"2023/2024","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79503920","5.1.1.1.11.1.1","654","","","","0"
"2019/2020","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79503932","5.1.1.1.12.1.1","3597","","","","0"
"2020/2021","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79503932","5.1.1.1.12.1.1","3684","","","","0"
"2021/2022","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79503932","5.1.1.1.12.1.1","3660","","","","0"
"2022/2023","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79503932","5.1.1.1.12.1.1","3807","","","","0"
"2023/2024","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79503932","5.1.1.1.12.1.1","4317","","","","0"
"2019/2020","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79503944","5.1.1.1.13.1.1","639","","","","0"
"2020/2021","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79503944","5.1.1.1.13.1.1","570","","","","0"
"2021/2022","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79503944","5.1.1.1.13.1.1","624","","","","0"
"2022/2023","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79503944","5.1.1.1.13.1.1","690","","","","0"
"2023/2024","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79503944","5.1.1.1.13.1.1","810","","","","0"
"2019/2020","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79503955","5.1.1.1.14.1.1","687","","","","0"
"2020/2021","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79503955","5.1.1.1.14.1.1","687","","","","0"
"2021/2022","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79503955","5.1.1.1.14.1.1","717","","","","0"
"2022/2023","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79503955","5.1.1.1.14.1.1","642","","","","0"
"2023/2024","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79503955","5.1.1.1.14.1.1","489","","","","0"
"2019/2020","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138402996","5.1.1.1.15.1.1","945","","","","0"
"2020/2021","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138402996","5.1.1.1.15.1.1","627","","","","0"
"2021/2022","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138402996","5.1.1.1.15.1.1","540","","","","0"
"2022/2023","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138402996","5.1.1.1.15.1.1","732","","","","0"
"2023/2024","New Brunswick","2021A000213","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138402996","5.1.1.1.15.1.1","774","","","","0"


