"REF_DATE","GEO","DGUID","Institution type","Program type","Credential type","Field of study","Registration status","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023/2024","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79491975","3.1.1.1.9.1.1","693","","","","0"
"2019/2020","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79491986","3.1.1.1.10.1.1","693","","","","0"
"2020/2021","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79491986","3.1.1.1.10.1.1","654","","","","0"
"2021/2022","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79491986","3.1.1.1.10.1.1","663","","","","0"
"2022/2023","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79491986","3.1.1.1.10.1.1","699","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79491986","3.1.1.1.10.1.1","780","","","","0"
"2019/2020","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79491997","3.1.1.1.11.1.1","606","","","","0"
"2020/2021","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79491997","3.1.1.1.11.1.1","564","","","","0"
"2021/2022","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79491997","3.1.1.1.11.1.1","561","","","","0"
"2022/2023","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79491997","3.1.1.1.11.1.1","531","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79491997","3.1.1.1.11.1.1","507","","","","0"
"2019/2020","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79492006","3.1.1.1.12.1.1","993","","","","0"
"2020/2021","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79492006","3.1.1.1.12.1.1","990","","","","0"
"2021/2022","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79492006","3.1.1.1.12.1.1","1032","","","","0"
"2022/2023","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79492006","3.1.1.1.12.1.1","1059","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79492006","3.1.1.1.12.1.1","1077","","","","0"
"2019/2020","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79492018","3.1.1.1.13.1.1","426","","","","0"
"2020/2021","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79492018","3.1.1.1.13.1.1","399","","","","0"
"2021/2022","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79492018","3.1.1.1.13.1.1","501","","","","0"
"2022/2023","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79492018","3.1.1.1.13.1.1","504","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79492018","3.1.1.1.13.1.1","495","","","","0"
"2019/2020","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79492030","3.1.1.1.14.1.1","348","","","","0"
"2020/2021","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79492030","3.1.1.1.14.1.1","330","","","","0"
"2021/2022","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79492030","3.1.1.1.14.1.1","381","","","","0"
"2022/2023","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79492030","3.1.1.1.14.1.1","327","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79492030","3.1.1.1.14.1.1","411","","","","0"
"2019/2020","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138401456","3.1.1.1.15.1.1","459","","","","0"
"2020/2021","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138401456","3.1.1.1.15.1.1","492","","","","0"
"2021/2022","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138401456","3.1.1.1.15.1.1","417","","","","0"
"2022/2023","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138401456","3.1.1.1.15.1.1","480","","","","0"
"2023/2024","Prince Edward Island","2021A000211","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138401456","3.1.1.1.15.1.1","1185","","","","0"


