"REF_DATE","GEO","DGUID","Institution type","Program type","Credential type","Field of study","Registration status","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019/2020","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, registration status","Total, gender","Number","223","units","0","v79559079","11.1.1.1.3.1.1","10764","","","","0"
"2020/2021","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, registration status","Total, gender","Number","223","units","0","v79559079","11.1.1.1.3.1.1","10791","","","","0"
"2021/2022","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, registration status","Total, gender","Number","223","units","0","v79559079","11.1.1.1.3.1.1","10452","","","","0"
"2022/2023","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, registration status","Total, gender","Number","223","units","0","v79559079","11.1.1.1.3.1.1","10461","","","","0"
"2023/2024","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, registration status","Total, gender","Number","223","units","0","v79559079","11.1.1.1.3.1.1","9930","","","","0"
"2019/2020","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, registration status","Total, gender","Number","223","units","0","v79559091","11.1.1.1.4.1.1","10704","","","","0"
"2020/2021","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, registration status","Total, gender","Number","223","units","0","v79559091","11.1.1.1.4.1.1","10299","","","","0"
"2021/2022","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, registration status","Total, gender","Number","223","units","0","v79559091","11.1.1.1.4.1.1","10386","","","","0"
"2022/2023","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, registration status","Total, gender","Number","223","units","0","v79559091","11.1.1.1.4.1.1","10455","","","","0"
"2023/2024","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, registration status","Total, gender","Number","223","units","0","v79559091","11.1.1.1.4.1.1","11022","","","","0"
"2019/2020","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, registration status","Total, gender","Number","223","units","0","v79559103","11.1.1.1.5.1.1","57795","","","","0"
"2020/2021","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, registration status","Total, gender","Number","223","units","0","v79559103","11.1.1.1.5.1.1","56583","","","","0"
"2021/2022","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, registration status","Total, gender","Number","223","units","0","v79559103","11.1.1.1.5.1.1","53049","","","","0"
"2022/2023","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, registration status","Total, gender","Number","223","units","0","v79559103","11.1.1.1.5.1.1","54141","","","","0"
"2023/2024","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, registration status","Total, gender","Number","223","units","0","v79559103","11.1.1.1.5.1.1","56073","","","","0"
"2019/2020","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, registration status","Total, gender","Number","223","units","0","v79559115","11.1.1.1.6.1.1","35874","","","","0"
"2020/2021","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, registration status","Total, gender","Number","223","units","0","v79559115","11.1.1.1.6.1.1","37512","","","","0"
"2021/2022","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, registration status","Total, gender","Number","223","units","0","v79559115","11.1.1.1.6.1.1","37521","","","","0"
"2022/2023","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, registration status","Total, gender","Number","223","units","0","v79559115","11.1.1.1.6.1.1","37032","","","","0"
"2023/2024","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, registration status","Total, gender","Number","223","units","0","v79559115","11.1.1.1.6.1.1","37506","","","","0"
"2019/2020","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79559127","11.1.1.1.7.1.1","54066","","","","0"
"2020/2021","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79559127","11.1.1.1.7.1.1","51918","","","","0"
"2021/2022","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79559127","11.1.1.1.7.1.1","51051","","","","0"
"2022/2023","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79559127","11.1.1.1.7.1.1","51009","","","","0"
"2023/2024","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, registration status","Total, gender","Number","223","units","0","v79559127","11.1.1.1.7.1.1","53646","","","","0"
"2019/2020","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79559139","11.1.1.1.8.1.1","24960","","","","0"
"2020/2021","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79559139","11.1.1.1.8.1.1","25338","","","","0"
"2021/2022","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79559139","11.1.1.1.8.1.1","25311","","","","0"
"2022/2023","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79559139","11.1.1.1.8.1.1","24951","","","","0"
"2023/2024","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Physical and life sciences and technologies [6]","Total, registration status","Total, gender","Number","223","units","0","v79559139","11.1.1.1.8.1.1","28656","","","","0"
"2019/2020","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79559151","11.1.1.1.9.1.1","15195","","","","0"
"2020/2021","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79559151","11.1.1.1.9.1.1","15540","","","","0"
"2021/2022","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79559151","11.1.1.1.9.1.1","16329","","","","0"
"2022/2023","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79559151","11.1.1.1.9.1.1","17649","","","","0"
"2023/2024","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Mathematics, computer and information sciences [7]","Total, registration status","Total, gender","Number","223","units","0","v79559151","11.1.1.1.9.1.1","17850","","","","0"
"2019/2020","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79559163","11.1.1.1.10.1.1","20643","","","","0"
"2020/2021","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79559163","11.1.1.1.10.1.1","20217","","","","0"
"2021/2022","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79559163","11.1.1.1.10.1.1","21069","","","","0"
"2022/2023","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79559163","11.1.1.1.10.1.1","20958","","","","0"
"2023/2024","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Architecture, engineering and related technologies [8]","Total, registration status","Total, gender","Number","223","units","0","v79559163","11.1.1.1.10.1.1","21684","","","","0"
"2019/2020","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79559175","11.1.1.1.11.1.1","5622","","","","0"
"2020/2021","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79559175","11.1.1.1.11.1.1","5742","","","","0"
"2021/2022","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79559175","11.1.1.1.11.1.1","5766","","","","0"
"2022/2023","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79559175","11.1.1.1.11.1.1","5838","","","","0"
"2023/2024","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Agriculture, natural resources and conservation [9]","Total, registration status","Total, gender","Number","223","units","0","v79559175","11.1.1.1.11.1.1","5643","","","","0"
"2019/2020","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79559187","11.1.1.1.12.1.1","27624","","","","0"
"2020/2021","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79559187","11.1.1.1.12.1.1","28344","","","","0"
"2021/2022","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79559187","11.1.1.1.12.1.1","29733","","","","0"
"2022/2023","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79559187","11.1.1.1.12.1.1","29262","","","","0"
"2023/2024","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Health and related fields [10]","Total, registration status","Total, gender","Number","223","units","0","v79559187","11.1.1.1.12.1.1","28551","","","","0"
"2019/2020","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79559199","11.1.1.1.13.1.1","5787","","","","0"
"2020/2021","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79559199","11.1.1.1.13.1.1","5916","","","","0"
"2021/2022","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79559199","11.1.1.1.13.1.1","6159","","","","0"
"2022/2023","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79559199","11.1.1.1.13.1.1","5997","","","","0"
"2023/2024","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Personal, protective and transportation services [11]","Total, registration status","Total, gender","Number","223","units","0","v79559199","11.1.1.1.13.1.1","5841","","","","0"
"2019/2020","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79559211","11.1.1.1.14.1.1","10236","","","","0"
"2020/2021","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79559211","11.1.1.1.14.1.1","9105","","","","0"
"2021/2022","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79559211","11.1.1.1.14.1.1","8178","","","","0"
"2022/2023","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79559211","11.1.1.1.14.1.1","7695","","","","0"
"2023/2024","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Other field of study [12]","Total, registration status","Total, gender","Number","223","units","0","v79559211","11.1.1.1.14.1.1","8361","","","","0"
"2019/2020","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138409556","11.1.1.1.15.1.1","8295","","","","0"
"2020/2021","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138409556","11.1.1.1.15.1.1","4815","","","","0"
"2021/2022","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138409556","11.1.1.1.15.1.1","5346","","","","0"
"2022/2023","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138409556","11.1.1.1.15.1.1","5208","","","","0"
"2023/2024","British Columbia","2021A000259","Total, institution type","Total, program type","Total, credential type","Unclassified, field of study","Total, registration status","Total, gender","Number","223","units","0","v1138409556","11.1.1.1.15.1.1","6015","","","","0"


